id,date,likes,username,media,inferred company,content
5020,2020-08-18 13:01:05,327,bbcweather,"[Photo(previewUrl='https://pbs.twimg.com/media/EftG6bZWAAALzJn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EftG6bZWAAALzJn?format=jpg&name=large')]",bbc,It's been a busy week for the BBC Weather team. Here's a look back at some of the most memorable moments of 2020... <hyperlink>
4904,2019-12-13 02:35:48,457,bbcelection,"[Photo(previewUrl='https://pbs.twimg.com/media/ELoj7KlWoAAuweV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ELoj7KlWoAAuweV?format=jpg&name=large')]",bbc,This is the first time in 10 years that <mention> has not been elected as leader of the Labour Party. <hyperlink>
8094,2020-07-08 06:02:44,239,reliancejio,"[Photo(previewUrl='https://pbs.twimg.com/media/EcYcTwsUcAAX0lY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EcYcTwsUcAAX0lY?format=jpg&name=large')]",reliance,<mention> <mention> #JioJio <hyperlink>
6844,2018-06-26 09:41:04,4386,LFC,"[Photo(previewUrl='https://pbs.twimg.com/media/Dgm4t3dXUAADTvk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dgm4t3dXUAADTvk?format=jpg&name=large')]",liverpool,<mention> <mention> #LFC <hyperlink>
2166,2018-09-01 11:46:13,1,UPMCnews,"[Photo(previewUrl='https://pbs.twimg.com/media/DmAZ29XXoAIeZ8k?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DmAZ29XXoAIeZ8k?format=jpg&name=large')]",upmc,<mention> <mention> has been named the 2020 recipient of the American Academy of Neurology’s Distinguished Service Award. <hyperlink>
1863,2019-01-14 17:00:01,0,rbcgamnews,"[Photo(previewUrl='https://pbs.twimg.com/media/Dw4wUA7XcAAuTE2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dw4wUA7XcAAuTE2?format=jpg&name=large')]",rbc,<mention> <mention> #RBCGAM <hyperlink>
7851,2018-01-31 21:48:56,176,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/DU5pJ8nXUAAdLDE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DU5pJ8nXUAAdLDE?format=jpg&name=large')]",bbc,<mention> is back in action for <mention> as he prepares for his first match since the birth of his daughter <hyperlink>
9124,2018-11-02 19:30:27,3,UPMCpolicy,"[Photo(previewUrl='https://pbs.twimg.com/media/DrBUq21X4AA3YY-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DrBUq21X4AA3YY-?format=jpg&name=large')]",upmc,<mention> <mention> We're excited to announce the launch of the <mention>'s new <mention>. Learn more: <hyperlink> Write to us at [email](mailto:[email]) or call us at 800-UPMC-HOPE. #UPMCHOPES #UPMCHOPES2020 <hyper link>
2341,2018-08-31 20:53:25,1,FootLockerWomen,"[Photo(previewUrl='https://pbs.twimg.com/media/Dl9NgyXW4AASqkA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dl9NgyXW4AASqkA?format=jpg&name=large')]",foot locker,<mention> <mention> #WomensFootball <hyperlink>
5528,2018-04-08 03:59:02,156,FinishLine,"[Photo(previewUrl='https://pbs.twimg.com/media/DaO2z3wW4AAIqFG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DaO2z3wW4AAIqFG?format=jpg&name=large')]",finish line,<mention> <mention> 🏃‍♂️🏃‍♀️ <hyperlink>
6744,2018-07-01 23:55:47,7,CoachThompson6,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DhDuQ2IUwAALevy.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/DhDuQ2IUwAALevy.mp4', bitrate=0)])]",coach,<mention> <mention> I'm so proud of you! <hyperlink>
4004,2018-10-22 04:07:47,559,UNICEFROSA,"[Photo(previewUrl='https://pbs.twimg.com/media/DqFZ9xKUwAEZ8iW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DqFZ9xKUwAEZ8iW?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/DqFZ_auUcAEBzeH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DqFZ_auUcAEBzeH?format=jpg&name=large')]",unicef,We are proud to announce that <mention> has been awarded the 2020 UNICEF Young Innovator Award. <hyperlink>
1124,2018-12-03 11:43:27,17617,BBCWorld,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DtfVEtCVYAEg2FH.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1069557539623251968/vid/320x180/ZIbqeJ1eAfxE8Lcn.mp4?tag=8', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1069557539623251968/vid/640x360/GMz5BvzFaeRRRBtr.mp4?tag=8', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1069557539623251968/pl/AU7MCmJFtHZICbv3.m3u8?tag=8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1069557539623251968/vid/1280x720/vMi-VtJMmwlvg1Vd.mp4?tag=8', bitrate=2176000)], duration=109.067, views=813423)]",bbc,This is the first time we've been able to see the sun's corona - the outermost layer of the Sun's atmosphere - with our naked eyes <hyperlink>
8710,2019-10-05 20:16:51,880,uclagymnastics,"[Photo(previewUrl='https://pbs.twimg.com/media/EGJA4eFUEAA6DbJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EGJA4eFUEAA6DbJ?format=jpg&name=large')]",ucla,<mention> <mention> #UCLA #UCLAGymNastics <hyperlink>
4050,2019-11-27 20:06:44,4827,LFC,"[Photo(previewUrl='https://pbs.twimg.com/media/EKZ7BPtXUAIM8xQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EKZ7BPtXUAIM8xQ?format=jpg&name=large')]",liverpool,<mention> <mention> #LFC <hyperlink>
7641,2018-01-11 15:32:22,1375,SkywardWing,"[Photo(previewUrl='https://pbs.twimg.com/media/DTRTLtLWsAAhDNj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DTRTLtLWsAAhDNj?format=jpg&name=large')]",sky,<mention> <mention> #Skywardwings <hyperlink>
766,2018-12-10 19:38:12,7,BrooksBrothers,"[Photo(previewUrl='https://pbs.twimg.com/media/DuFE3wyWsAI2PTc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DuFE3wyWsAI2PTc?format=jpg&name=large')]",brooks brothers,<mention> <mention> #BrooksBros <hyperlink>
2345,2018-07-17 16:14:50,760,BBCR1,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DiUdSsUXcAASNan.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1019251987735556097/vid/240x240/SIJo2GhGuVQGlIUz.mp4?tag=3', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1019251987735556097/vid/480x480/R154oTIo2wgmgEiK.mp4?tag=3', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1019251987735556097/pl/lUsFWC1CzqgBQBta.m3u8?tag=3', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1019251987735556097/vid/720x720/4JKkUEa4C_v52uPD.mp4?tag=3', bitrate=1280000)], duration=106.84, views=77023)]",bbc,<mention> <mention> is back in the studio to talk about his new album <hyperlink>
4072,2020-12-15 23:13:04,39,CoachBTJordan,"[Photo(previewUrl='https://pbs.twimg.com/media/EpUILS4XMAIaeMm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EpUILS4XMAIaeMm?format=jpg&name=large')]",coach,<mention> <mention> #NBA <hyperlink>
7217,2018-09-13 14:00:10,3,ChildrensPgh,"[Photo(previewUrl='https://pbs.twimg.com/media/Dm-rmJwXsAI6Afj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dm-rmJwXsAI6Afj?format=jpg&name=large')]",upmc,We're excited to announce that <mention> will be joining our team as our new Chief of Staff! <hyperlink>
4217,2018-12-13 01:37:08,31,Locklyn33,"[Photo(previewUrl='https://pbs.twimg.com/media/DuQqMn1UcAA8-sl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DuQqMn1UcAA8-sl?format=jpg&name=large')]",coach,<mention> <mention> I'm so proud of you! <hyperlink>
7953,2020-07-16 21:30:44,14944,ESPNFC,"[Photo(previewUrl='https://pbs.twimg.com/media/EdE_GXvXsAAOUpn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EdE_GXvXsAAOUpn?format=jpg&name=large')]",espn,<mention> <mention> is the man. <hyperlink>
5971,2018-08-18 09:00:42,5866,BBCSounds,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1030741208664920064/pu/img/JJxi6D66-uGhz34-.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1030741208664920064/pu/vid/720x720/ZQi5HwxixQjX9Mmc.mp4?tag=5', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1030741208664920064/pu/pl/IEhLMSpWoyNtc2vb.m3u8?tag=5', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1030741208664920064/pu/vid/480x480/2vR__05dXoS7nrYw.mp4?tag=5', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1030741208664920064/pu/vid/240x240/h4pksxDbDzuUfuQT.mp4?tag=5', bitrate=256000)], duration=6.0, views=59043)]",bbc,<mention> <mention> is back with a brand new album. <hyperlink>
3351,2020-10-29 15:35:37,26,CoachOlaAdams,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/ElgcvuSW0AAAuy3.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/ElgcvuSW0AAAuy3.mp4', bitrate=0)])]",coach,<mention> <mention> I'm so proud of you! <hyperlink>
4696,2018-05-03 18:30:37,5,USAID,"[Photo(previewUrl='https://pbs.twimg.com/media/DcSuC7mWkAAoLMR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DcSuC7mWkAAoLMR?format=jpg&name=large')]",usaid,"The #COVID-19 pandemic continues to have a devastating impact on the world. <mention> is working with partners to provide food, clean water, and other essential supplies to those in need. #COVID19 <hyperlink>"
3400,2018-04-29 20:54:17,6105,ESPNNBA,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/990695733639626752/pu/img/t8ibpDCcqpmhhMrp.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/990695733639626752/pu/vid/480x480/kDle_OhsDJmd5cHa.mp4?tag=3', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/990695733639626752/pu/pl/GVtfFZYoFLgC9fmb.m3u8?tag=3', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/990695733639626752/pu/vid/240x240/P1Kc5b0e_31Ar7g_.mp4?tag=3', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/990695733639626752/pu/vid/720x720/8FS8Jv3OY7K-CQdz.mp4?tag=3', bitrate=1280000)], duration=11.875, views=343790)]",espn,<mention> <mention> #NBA <hyperlink>
4082,2018-04-14 21:20:00,447,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/DaxXtnAX4AAvpcC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DaxXtnAX4AAvpcC?format=jpg&name=large')]",bbc,<mention> is back in action for <mention> as he prepares for his first match since the birth of his daughter <hyperlink>
9150,2020-02-27 07:38:00,6350,LFC,"[Photo(previewUrl='https://pbs.twimg.com/media/ERUqex5XkAA5j9b?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ERUqex5XkAA5j9b?format=jpg&name=large')]",liverpool,<mention> <mention> #LFC <hyperlink>
1225,2019-05-14 11:36:43,368,BBCPolitics,"[Video(thumbnailUrl='https://pbs.twimg.com/media/D6hlFsOV4AAA12x.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1128262734498263042/pl/B5efFFj5snBx22SJ.m3u8?tag=12', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1128262734498263042/vid/640x360/zOHwc4Bx3tGzbbmL.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1128262734498263042/vid/320x180/k4RQPgqS_Z8-CCEI.mp4?tag=12', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1128262734498263042/vid/1280x720/5vyI2nkWUxVdOc10.mp4?tag=12', bitrate=2176000)], duration=76.633, views=62945)]",bbc,"The Prime Minister has said he will not apologise for his comments about the Queen <hyperlink> . Write a100-word, engaging item for <mention> that reflects your organization's values and the context of the story. #Queen'sDay #Queen #QueenElizabethII #QueenOfTheUnitedKingdom #UK #UKPrimeMinister #UKgovernment #UKpolitics #UKgeneralelection #ukgeneralelection2020 #ukpolitics2019 #ukgovernment"
6293,2020-06-12 15:37:41,57,RRExpress,"[Photo(previewUrl='https://pbs.twimg.com/media/EaUoDkkWsAEVBqs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EaUoDkkWsAEVBqs?format=jpg&name=large')]",express,<mention> <mention> #RREX <hyperlink>
3123,2018-10-24 07:15:01,390,BBCSpringwatch,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DpgSq6SX4AASUG5.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/DpgSq6SX4AASUG5.mp4', bitrate=0)])]",bbc,This is the first time we've been able to see this species in the wild in the UK. <mention> is a member of a team of biologists who have been studying these birds for the last 20 years. <hyperlink>
511,2019-04-01 02:31:03,0,arune,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/D3CL1L2UwAA7Ges.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/D3CL1L2UwAA7Ges.mp4', bitrate=0)])]",diesel,<mention> <mention> #Arune <hyperlink>
5795,2020-07-17 11:49:47,184,BBCCWR,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1284092775126970369/pu/img/oM7OuMl9HGTEuXer.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1284092775126970369/pu/vid/480x270/ONPUtyEADsgkJ_y7.mp4?tag=10', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1284092775126970369/pu/pl/aVELeOhDP6ZaQ0aa.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1284092775126970369/pu/vid/1280x720/1oFlHHcIdoblU-5P.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1284092775126970369/pu/vid/640x360/DwQPAsu0x2_JmTM4.mp4?tag=10', bitrate=832000)], duration=50.32, views=7727)]",bbc,This is the first time the <mention> has been seen in the UK since 2015. <hyperlink>
8182,2019-04-09 10:00:47,254,Cartier,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1115555099944935424/pu/img/c3sUC-zNT3DFGoNs.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1115555099944935424/pu/pl/XwSWbbJmVWNPy4ac.m3u8?tag=8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1115555099944935424/pu/vid/480x480/hPMN9qSG0jTM4Qde.mp4?tag=8', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1115555099944935424/pu/vid/720x720/CVC-7jFN-VL5Ryt-.mp4?tag=8', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1115555099944935424/pu/vid/320x320/7mQFfem7d9-B2mYJ.mp4?tag=8', bitrate=432000)], duration=8.12, views=5638)]",cartier,"In celebration of the 150th anniversary of <mention>’s birth, we’re delighted to announce the launch of a limited edition #CartierBirmanite bracelet. Available exclusively at <mention>. <hyperlink>"
9418,2020-02-09 02:13:34,1,arune,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EQTLC1qUEAIIOiv.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EQTLC1qUEAIIOiv.mp4', bitrate=0)])]",diesel,<mention> <mention> #Arune <hyperlink>
97,2018-07-12 22:00:02,7,KidsFootLocker,"[Photo(previewUrl='https://pbs.twimg.com/media/Dh79RCxVAAAR1-r?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dh79RCxVAAAR1-r?format=jpg&name=large')]",foot locker,<mention> <mention> is back in action! <hyperlink>
6682,2020-11-27 16:55:10,3,USAIDAsiaHQ,"[Photo(previewUrl='https://pbs.twimg.com/media/En2FEIQW8AMeyee?format=png&name=small', fullUrl='https://pbs.twimg.com/media/En2FEIQW8AMeyee?format=png&name=large')]",usaid,We are excited to announce the launch of our new <mention> page on Facebook! <hyperlink>
1513,2019-11-12 15:16:01,18,footlocker,"[Photo(previewUrl='https://pbs.twimg.com/media/EJLoo9jX0AAwlwv?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EJLoo9jX0AAwlwv?format=jpg&name=large')]",foot locker,<mention> is back in action! <mention> just returned from his 2020 season with the #ChicagoBulls. <hyperlink>
8792,2020-12-31 10:30:13,2,ProCoachCricket,"[Photo(previewUrl='https://pbs.twimg.com/media/EqjzAt2XcAcDTc5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqjzAt2XcAcDTc5?format=jpg&name=large')]",coach,<mention> <mention> #Cricket <hyperlink>
120,2019-01-07 12:12:13,689,BBCSportWales,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DwTqgQtWkAAMmol.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1082245446620377088/vid/320x320/j_7f9e8Wep576zFo.mp4?tag=9', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1082245446620377088/vid/480x480/MG6-WdKZhH2nRGQ0.mp4?tag=9', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1082245446620377088/vid/720x720/fM4zd8QnXT6APYb4.mp4?tag=9', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1082245446620377088/pl/XwLn_wICt6fSnEzy.m3u8?tag=9', bitrate=None)], duration=72.48, views=101445)]",bbc,<mention> is back in action for <mention> as he prepares for his first match of the season. <hyperlink>
7792,2020-01-07 23:39:03,5,KidsFootLocker,"[Photo(previewUrl='https://pbs.twimg.com/media/ENt0zJhWkAICNmE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENt0zJhWkAICNmE?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/ENt0zUQX0AADc44?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENt0zUQX0AADc44?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/ENt0zeCW4AU_n2E?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENt0zeCW4AU_n2E?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/ENt0znUXUAAso_W?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENt0znUXUAAso_W?format=jpg&name=large')]",foot locker,<mention> <mention> is back in action! <hyperlink>
6518,2018-07-11 23:24:21,496,5liveSport,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1017186775129870337/img/Rkpz33vBlaUEHYls.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1017186775129870337/vid/720x720/JZ9jvQooMNyex-PS.mp4?tag=3', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1017186775129870337/pl/4mAZVqUKc6zssohn.m3u8?tag=3', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1017186775129870337/vid/480x480/Hk0QuGUy0qQZIF5h.mp4?tag=3', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1017186775129870337/vid/240x240/wX3-xQqFHrf7HrBZ.mp4?tag=3', bitrate=288000)], duration=44.12, views=86150)]",bbc,<mention> <mention> #5Livesport <hyperlink>
34,2020-08-12 23:04:48,8339,ESPNNBA,"[Photo(previewUrl='https://pbs.twimg.com/media/EfQXi3kXsAEaCqQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EfQXi3kXsAEaCqQ?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EfQXi_gWkAQQBne?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EfQXi_gWkAQQBne?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EfQXjMXXYAABwlX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EfQXjMXXYAABwlX?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EfQXjaQWAAEkOp6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EfQXjaQWAAEkOp6?format=jpg&name=large')]",espn,<mention> <mention> #NBA <hyperlink>
7888,2020-04-23 00:23:34,812,NetNobody,"[Photo(previewUrl='https://pbs.twimg.com/media/EWP3hBuU4AEkSjT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EWP3hBuU4AEkSjT?format=jpg&name=large')]",sky,<mention> <mention> I'm so proud of you! <hyperlink>
6831,2018-05-30 20:38:00,5557,WhiteHouse45,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1001924324142575616/img/6qyXh0X8Ja4aThkx.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1001924324142575616/vid/1280x720/8ds3b7gUeP_kk_2n.mp4?tag=2', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1001924324142575616/vid/320x180/RSEemYeoplyoPqJR.mp4?tag=2', bitrate=320000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1001924324142575616/vid/640x360/vsX7fdgf5x7ggGxi.mp4?tag=2', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1001924324142575616/pl/kOE5zxanCCMzYps_.m3u8?tag=2', bitrate=None)], duration=70.4, views=198589)]",house,President <mention> and I are proud to announce that we are joining forces to fight climate change. We will work together to protect our planet for generations to come. <hyperlink>
5422,2018-12-25 15:38:02,73,RRExpress,"[Photo(previewUrl='https://pbs.twimg.com/media/DvRdv5_XgAATmLx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DvRdv5_XgAATmLx?format=jpg&name=large')]",express,<mention> <mention> #RREX <hyperlink>
1069,2020-07-13 12:29:34,6,ProCoachCricket,"[Photo(previewUrl='https://pbs.twimg.com/media/EczmdqJXoAIdXpw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EczmdqJXoAIdXpw?format=jpg&name=large')]",coach,<mention> <mention> #Cricket <hyperlink>
1348,2018-01-04 14:56:42,11952,espn,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/948931135723266049/pu/img/fmt5G99Wgixy9SsX.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/948931135723266049/pu/vid/720x720/JJphsa9Zagc7xnY1.mp4', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/948931135723266049/pu/pl/QEAPSSgCm9q6lLVg.m3u8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/948931135723266049/pu/vid/240x240/dTVV81LjmemrFWkm.mp4', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/948931135723266049/pu/vid/480x480/y4EV_iZwsjNM3igd.mp4', bitrate=832000)], duration=27.175, views=1184247)]",espn,<mention> <mention> #NBA <hyperlink>
4748,2019-06-27 19:41:34,592,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/D-F5_MZXUAAb43L?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D-F5_MZXUAAb43L?format=jpg&name=large')]",bbc,<mention> is back in action for <mention> as he prepares for his first match since the birth of his daughter <hyperlink>
6006,2018-05-03 00:00:49,174,chasepwilliams,"[Photo(previewUrl='https://pbs.twimg.com/media/DcOwBhVXcAImIBH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DcOwBhVXcAImIBH?format=jpg&name=large')]",chase,<mention> <mention> #ChaseP <hyperlink>
6040,2018-06-24 15:34:26,15161,ESPNNBA,"[Photo(previewUrl='https://pbs.twimg.com/media/Dgd4ZG5WkAE4COe?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dgd4ZG5WkAE4COe?format=jpg&name=large')]",espn,<mention> <mention> #NBA <hyperlink>
3818,2018-02-06 22:06:02,1677,WhiteHouse45,"[Photo(previewUrl='https://pbs.twimg.com/media/DVYmn-OUQAEZIsK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DVYmn-OUQAEZIsK?format=jpg&name=large')]",house,President <mention> and I are proud to announce that we are joining forces to fight climate change. We will work together to protect our planet for generations to come. <hyperlink>
8447,2018-04-05 00:56:19,447,DeadlineWH,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DZ-wOGiWkAEBXwt.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/981696841535442945/vid/320x180/ErLT1xAR-2qpb6Uw.mp4?tag=2', bitrate=320000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/981696841535442945/vid/1280x720/GUnkcITkedr23Lxi.mp4?tag=2', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/981696841535442945/pl/1d_n0DtI97KTHiay.m3u8?tag=2', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/981696841535442945/vid/640x360/UGl6Byj2ZPKlhPJE.mp4?tag=2', bitrate=832000)], duration=80.881, views=18768)]",house,<mention> <mention> is back! <hyperlink>
5270,2019-04-22 14:30:09,1,UPMCnews,"[Photo(previewUrl='https://pbs.twimg.com/media/D4w50OUWkAM1rtS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D4w50OUWkAM1rtS?format=jpg&name=large')]",upmc,<mention> <mention> has been named the 2020 recipient of the American Academy of Neurology’s Distinguished Service Award. <hyperlink>
6898,2019-09-18 14:49:40,1525,BBCR1,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1174332519732453376/img/vWkDfqhWPOxrWRlA.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1174332519732453376/vid/720x720/q6kmOsObHY6AOH3A.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1174332519732453376/pl/QcjaaYcFuD-5Qpn9.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1174332519732453376/vid/480x480/9cskjAKo5wOpYV-i.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1174332519732453376/vid/320x320/xZtav6tDlSu0Ledi.mp4?tag=13', bitrate=432000)], duration=55.56, views=57856)]",bbc,This is what it's like to be a police officer in the UK <hyperlink>
